contract_award_unique_key,award_id_piid,parent_award_id_piid,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award,base_and_all_options_value,potential_total_value_of_award,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,contract_bundling,naics_description,extent_competed,solicitation_procedures,type_of_set_aside,evaluated_preference,number_of_offers_received,commercial_item_acquisition_procedures,small_business_competitiveness_demonstration_program,performance_based_service_acquisition,multi_year_contract,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business
CONT_AWD_EPG16C00695_6800_GS07F0413X_4732,EPG16C00695,GS07F0413X,-7670.57,573811.99,-7670.57,573811.99,-7670.57,573811.99,WESTPORT,CT,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,ADVERTISING AGENCIES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1.0,SUPPLIES OR SERVICES PURSUANT TO FAR 12.102(F),f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH20P0162_6800_-NONE-_-NONE-,68HERH20P0162,,0.0,98880.0,0.0,98880.0,0.0,98880.0,CARY,NC,FIRM FIXED PRICE,NOT BUNDLED,ALL OTHER INFORMATION SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,NO PREFERENCE USED,3.0,SUPPLIES OR SERVICES PURSUANT TO FAR 12.102(F),f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH22F0281_6800_EPBPA17W0005_6800,68HERH22F0281,EPBPA17W0005,20157.02,20157.02,20157.02,20157.02,20157.02,20157.02,WASHINGTON,DC,FIRM FIXED PRICE,NOT BUNDLED,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES,f,NOT APPLICABLE,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0400_6800_68HERC19D0014_6800,68HERC21F0400,68HERC19D0014,0.0,159661.16,0.0,159661.16,0.0,159661.16,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,ENGINEERING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,f,f,t,f,f
CONT_AWD_68HERC21F0400_6800_68HERC19D0014_6800,68HERC21F0400,68HERC19D0014,0.0,159661.16,0.0,159661.16,0.0,159661.16,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,ENGINEERING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,f,f,t,f,f
CONT_AWD_68HERC22F0013_6800_68HERC19D0012_6800,68HERC22F0013,68HERC19D0012,138564.45,138564.45,138564.45,138564.45,138564.45,138564.45,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,ENGINEERING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,2.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,t,t,t,f,f,f,f,f,f,f
CONT_IDV_EPC15028_6800,EPC15028,,0.0,0.0,,,0.0,750000.0,,,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,ALL OTHER SPECIALTY TRADE CONTRACTORS,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,NOT APPLICABLE,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0222_6800_EPW17013_6800,68HERH21F0222,EPW17013,0.0,80795.6,0.0,80795.6,0.0,80795.6,WASHINGTON,DC,TIME AND MATERIALS,NOT BUNDLED,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,t,t,t,f,f,f,f,f,f,f
CONT_IDV_68HE0118D0010_6800,68HE0118D0010,,0.0,25000.0,,,0.0,850000000.0,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,51.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_IDV_68HE0718D0006_6800,68HE0718D0006,,0.0,0.0,,,0.0,24224606.0,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,NO PREFERENCE USED,4.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_IDV_68HE0718D0006_6800,68HE0718D0006,,0.0,0.0,,,0.0,24224606.0,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,NO PREFERENCE USED,4.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_IDV_68HE0718D0006_6800,68HE0718D0006,,0.0,0.0,,,0.0,24224606.0,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,NO PREFERENCE USED,4.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0921F0039_6800_EPS91601_6800,68HE0921F0039,EPS91601,-12084.87,5934.18,-12084.87,5934.18,-12084.87,5934.18,SAN FRANCISCO,CA,LABOR HOURS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0921F0039_6800_EPS91601_6800,68HE0921F0039,EPS91601,0.0,18019.05,0.0,18019.05,0.0,18019.05,SAN FRANCISCO,CA,LABOR HOURS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0921F0039_6800_EPS91601_6800,68HE0921F0039,EPS91601,0.0,18019.05,0.0,18019.05,0.0,18019.05,SAN FRANCISCO,CA,LABOR HOURS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_IDV_68HERC22A0012_6800,68HERC22A0012,,0.0,0.0,,,15000000.0,15000000.0,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,MEDICAL LABORATORIES,,,,,,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,656815.89,1620087.79,0.0,2563867.06,0.0,13110712.55,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,776500.0,3340367.06,2618059.17,5181926.23,0.0,13110712.55,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,18000.0,3358367.06,0.0,5181926.23,0.0,13110712.55,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,943779.27,2563867.06,0.0,2563867.06,0.0,13110712.55,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_IDV_68HERH19D0013_6800,68HERH19D0013,,0.0,25000.0,,,0.0,670000000.0,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,NO PREFERENCE USED,53.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,NOT APPLICABLE,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0919F0072_6800_EPS91401_6800,68HE0919F0072,EPS91401,-25649.69,301003.71,-25649.69,301003.71,-25649.69,301003.71,JACKSON,CA,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,ARCHITECT-ENGINEER FAR 6.102,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0023_6800_EPS71302_6800,0023,EPS71302,-24666.16,2885333.84,-24666.16,2885333.84,-24666.16,2885333.84,SEATTLE,WA,TIME AND MATERIALS,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_IDV_68HERH21A0017_6800,68HERH21A0017,GS02F0120R,0.0,0.0,,,0.0,952200.5,,,FIRM FIXED PRICE,NOT BUNDLED,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL ITEM,f,NOT APPLICABLE,,t,t,f,f,f,f,f,f,f,f
CONT_IDV_68HERH21A0017_6800,68HERH21A0017,GS02F0120R,0.0,0.0,,,0.0,952200.5,,,FIRM FIXED PRICE,NOT BUNDLED,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL ITEM,f,NOT APPLICABLE,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0435_6800_47QRAA19D009L_4732,68HERC21F0435,47QRAA19D009L,0.0,217700.0,0.0,244857.0,0.0,244857.0,WESTFORD,MA,FIRM FIXED PRICE,NOT BUNDLED,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0326_6800_68HERC20D0029_6800,68HERC21F0326,68HERC20D0029,98072.0,139406.0,98072.0,139406.0,0.0,246994.0,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,t,t,f,f,f,f,f
CONT_IDV_68HE0118D0013_6800,68HE0118D0013,,0.0,25000.0,,,0.0,275000000.0,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,20.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC22F0469_6800_68HERC22D0024_6800,68HERC22F0469,68HERC22D0024,498530.0,498530.0,498530.0,498530.0,498530.0,498530.0,HACIENDA HEIGHTS,CA,FIRM FIXED PRICE,NOT BUNDLED,TESTING LABORATORIES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,6.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,t,f,f
CONT_IDV_68HERH21A0017_6800,68HERH21A0017,GS02F0120R,0.0,0.0,,,0.0,952200.5,,,FIRM FIXED PRICE,NOT BUNDLED,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL PRODUCTS/SERVICES,f,NOT APPLICABLE,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0435_6800_47QRAA19D009L_4732,68HERC21F0435,47QRAA19D009L,27157.0,244857.0,0.0,244857.0,0.0,244857.0,WESTFORD,MA,FIRM FIXED PRICE,NOT BUNDLED,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC22C0007_6800_-NONE-_-NONE-,68HERC22C0007,,99992.14,99992.14,99992.14,99992.14,99992.14,99992.14,ANN ARBOR,MI,FIRM FIXED PRICE,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,185.0,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0357_6800_EPC18007_6800,68HERH21F0357,EPC18007,-27232.0,66465.0,-27232.0,66465.0,-27232.0,66465.0,LAKEWOOD,CO,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0357_6800_EPC18007_6800,68HERH21F0357,EPC18007,509.0,93697.0,509.0,93697.0,509.0,93697.0,LAKEWOOD,CO,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0357_6800_EPC18007_6800,68HERH21F0357,EPC18007,-17966.0,48499.0,0.0,66465.0,0.0,66465.0,LAKEWOOD,CO,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0357_6800_EPC18007_6800,68HERH21F0357,EPC18007,-2029.5,46469.5,0.0,66465.0,0.0,66465.0,LAKEWOOD,CO,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0B22F0004_6800_GS07F5934R_4730,68HE0B22F0004,GS07F5934R,167140.0,167140.0,167140.0,167140.0,167140.0,167140.0,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL ITEM,f,NOT APPLICABLE,NO,f,f,f,f,f,f,f,f,f,f
