contract_award_unique_key,award_id_piid,parent_award_id_piid,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award,base_and_all_options_value,potential_total_value_of_award,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,contract_bundling,naics_description,extent_competed,solicitation_procedures,type_of_set_aside,evaluated_preference,number_of_offers_received,commercial_item_acquisition_procedures,small_business_competitiveness_demonstration_program,performance_based_service_acquisition,multi_year_contract,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business
CONT_IDV_68HERH23D0003_6800,68HERH23D0003,,0.0,0.0,,,15540887.0,15540887.0,,,FIRM FIXED PRICE,NOT BUNDLED,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_IDV_68HERH23D0003_6800,68HERH23D0003,,0.0,0.0,,,257522.0,15798409.0,,,FIRM FIXED PRICE,NOT BUNDLED,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_IDV_68HERH23D0003_6800,68HERH23D0003,,0.0,0.0,,,0.0,15798409.0,,,FIRM FIXED PRICE,NOT BUNDLED,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_IDV_68HERH23D0003_6800,68HERH23D0003,,0.0,0.0,,,0.0,15540887.0,,,FIRM FIXED PRICE,NOT BUNDLED,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,864356.0,4222723.06,0.0,5181926.23,0.0,13110712.55,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,169052.08,5012236.81,0.0,5195886.8,0.0,13166554.83,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,0.0,4222723.06,0.0,5181926.23,0.0,13110712.55,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,620461.67,4843184.73,13960.57,5195886.8,55842.28,13166554.83,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,550840.84,6642504.65,54053.81,7896900.13,162161.43,13328716.26,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21F0406_6800_GS06Q17BQDS226_4732,68HERC21F0406,GS06Q17BQDS226,1079427.0,6091663.81,2646959.52,7842846.32,0.0,13166554.83,NARRAGANSETT,RI,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HE0421F0054_6800_68HE0318D0006_6800,68HE0421F0054,68HE0318D0006,0.0,1289740.93,0.0,1289740.93,0.0,1579002.39,QUINCY,FL,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0421F0054_6800_68HE0318D0006_6800,68HE0421F0054,68HE0318D0006,47109.6,1289740.93,47109.6,1289740.93,47109.6,1579002.39,QUINCY,FL,COST PLUS FIXED FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0M18K0022_6800_-NONE-_-NONE-,68HE0M18K0022,,0.0,19772.0,0.0,19772.0,0.0,19772.0,ANN ARBOR,MI,FIRM FIXED PRICE,NOT BUNDLED,PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,4.0,COMMERCIAL PRODUCTS/SERVICES,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC22F0511_6800_68HERC21D0010_6800,68HERC22F0511,68HERC21D0010,0.0,213702.0,0.0,213702.0,0.0,213702.0,CARLSBAD,CA,FIRM FIXED PRICE,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC22F0469_6800_68HERC22D0024_6800,68HERC22F0469,68HERC22D0024,0.0,498530.0,0.0,498530.0,0.0,498530.0,HACIENDA HEIGHTS,CA,FIRM FIXED PRICE,NOT BUNDLED,TESTING LABORATORIES AND SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,6.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,t,f,f
CONT_AWD_68HERH21F0357_6800_EPC18007_6800,68HERH21F0357,EPC18007,-311.08,46158.42,-311.08,66153.92,-311.08,66153.92,LAKEWOOD,CO,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_IDV_68HE0118D0013_6800,68HE0118D0013,,0.0,25000.0,,,0.0,275000000.0,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,20.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC23P0003_6800_-NONE-_-NONE-,68HERC23P0003,,-4901.1,3714.3,0.0,8615.4,0.0,8615.4,WAYNE,NJ,TIME AND MATERIALS,NOT BUNDLED,COURT REPORTING AND STENOTYPE SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,NO - SERVICE WHERE PBA IS NOT USED.,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERC23P0003_6800_-NONE-_-NONE-,68HERC23P0003,,0.0,11192.5,0.0,11192.5,0.0,11192.5,WAYNE,NJ,TIME AND MATERIALS,NOT BUNDLED,COURT REPORTING AND STENOTYPE SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,NO - SERVICE WHERE PBA IS NOT USED.,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERC23P0003_6800_-NONE-_-NONE-,68HERC23P0003,,-2577.1,8615.4,-2577.1,8615.4,-2577.1,8615.4,WAYNE,NJ,TIME AND MATERIALS,NOT BUNDLED,COURT REPORTING AND STENOTYPE SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,NO - SERVICE WHERE PBA IS NOT USED.,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERC23P0003_6800_-NONE-_-NONE-,68HERC23P0003,,11192.5,11192.5,11192.5,11192.5,11192.5,11192.5,WAYNE,NJ,TIME AND MATERIALS,NOT BUNDLED,COURT REPORTING AND STENOTYPE SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,NO - SERVICE WHERE PBA IS NOT USED.,,t,t,f,f,f,f,f,f,f,f
CONT_IDV_68HERH21A0017_6800,68HERH21A0017,GS02F0120R,0.0,0.0,,,0.0,952200.5,,,FIRM FIXED PRICE,NOT BUNDLED,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL PRODUCTS/SERVICES,f,NOT APPLICABLE,,t,t,f,f,f,f,f,f,f,f
CONT_IDV_68HERH21A0017_6800,68HERH21A0017,GS02F0120R,0.0,0.0,,,0.0,952200.5,,,FIRM FIXED PRICE,NOT BUNDLED,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3.0,COMMERCIAL PRODUCTS/SERVICES,f,NOT APPLICABLE,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0435_6800_47QRAA19D009L_4732,68HERC21F0435,47QRAA19D009L,0.0,244857.0,0.0,258857.0,0.0,258857.0,WESTFORD,MA,FIRM FIXED PRICE,NOT BUNDLED,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1.0,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH23F0059_6800_68HERH21A0018_6800,68HERH23F0059,68HERH21A0018,104690.0,104690.0,104690.0,104690.0,2080550.0,2080550.0,CHARLOTTESVILLE,VA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH23F0059_6800_68HERH21A0018_6800,68HERH23F0059,68HERH21A0018,0.0,104690.0,327135.0,431825.0,0.0,2080550.0,CHARLOTTESVILLE,VA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC22C0007_6800_-NONE-_-NONE-,68HERC22C0007,,0.0,99992.14,0.0,99992.14,0.0,99992.14,ANN ARBOR,MI,FIRM FIXED PRICE,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,185.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC22C0009_6800_-NONE-_-NONE-,68HERC22C0009,,0.0,99998.63,0.0,99998.63,0.0,99998.63,GOLETA,CA,FIRM FIXED PRICE,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,185.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH22F0031_6800_EPC18007_6800,68HERH22F0031,EPC18007,-5161.51,14428.22,0.0,19589.73,0.0,19589.73,LAKEWOOD,CO,TIME AND MATERIALS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERH22F0045_6800_68HERH21A0018_6800,68HERH22F0045,68HERH21A0018,0.0,2879100.0,0.0,2879100.0,0.0,2879100.0,CHARLOTTESVILLE,VA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0819F0075_6800_GS00F0002M_4730,68HE0819F0075,GS00F0002M,0.0,859041.04,0.0,859041.04,0.0,1566745.82,DENVER,CO,LABOR HOURS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,,2.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,t,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0819F0075_6800_GS00F0002M_4730,68HE0819F0075,GS00F0002M,0.0,859041.04,0.0,859041.04,0.0,1566745.82,DENVER,CO,LABOR HOURS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,,2.0,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,t,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0B23P0383_6800_-NONE-_-NONE-,68HE0B23P0383,,69695.0,69695.0,69695.0,69695.0,69695.0,69695.0,BIRMINGHAM,AL,FIRM FIXED PRICE,NOT BUNDLED,PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS) MERCHANT WHOLESALERS,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,6.0,COMMERCIAL PRODUCTS/SERVICES,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0B23P0341_6800_-NONE-_-NONE-,68HE0B23P0341,,20040.0,20040.0,20040.0,20040.0,20040.0,20040.0,ORANGE,CA,FIRM FIXED PRICE,NOT BUNDLED,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,5.0,COMMERCIAL PRODUCTS/SERVICES,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0008_6800_EPS81302_6800,0008,EPS81302,0.0,0.0,0.0,625000.0,0.0,625000.0,DENVER,CO,TIME AND MATERIALS,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,f,f,f,f,f,f,f
